"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","PM25","PM25_Unit","NO2","NO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit","CO","CO_Unit","SO2","SO2_Unit"
"530350007","Bremerton-Spruce Ave","Active","R10","47.592675","-122.627397","77.8","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","Bremerton-Silverdale-Bainbridge Island","","","10.0","","0","0","1","0","2.0","UG/M3","","","","","","","","","",""
"000102401","Smithers St Josephs","Active","CA","54.7831","-127.1775","481.3","-8.0","CA","CC","04/18/20","21:00","British Columbia Ministry of Environment","","30.0","","2.0","0.0","1","1","1","1","0.5","UG/M3","0.0","PPB","34.0","PPB","","","","","",""
"NRB000043","Spare Unit","Active","","-1.28","36.82","0.0","3.0","","N/A","04/18/20","21:00","Nairobi EPA","","","","","","0","0","0","0","","","","","","","","","","","",""
"NRB000042","Viwandani","Active","","-1.31122","36.87311","0.0","3.0","","N/A","04/18/20","21:00","Nairobi EPA","","","","","","0","0","0","0","","","","","","","","","","","",""
"483951076","Franklin Oak Grove","Active","R6","31.168889","-96.481944","136.9","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"080699991","Rocky Mtn NP Collocated","Active","R3","40.2778","-105.5453","2744.7","-7.0","US","CO","04/18/20","21:00","EPA Office of Atmospheric Programs","","","","","","0","0","0","0","","","","","","","","","","","",""
"311651001","Agate Fossil Beds NM","Inactive","USEPA","42.428299","-103.729401","1344.7","-6.0","US","NE","04/18/20","21:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"NRB000045","St Scholastica Catholic School","Active","","-1.253111","36.85653","0.0","3.0","","N/A","04/18/20","21:00","Nairobi EPA","","","","","","0","1","1","0","","","","","","","","","","","",""
"410650008","The Dalles Wasco Library","Inactive","R10","45.598384","-121.184229","0.0","-8.0","US","OR","04/18/20","21:00","Oregon Dept. of Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"370870008","WNVLELSC","Active","R4","35.507224","-82.963625","791.8","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","Haywood County","41.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
"530639995","Colbert-Greenbluff","Active","R10","47.808226","-117.34327","577.4","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","Spokane","","","25.0","","0","0","1","0","4.4","UG/M3","","","","","","","","","",""
"410650007","The Dalles - Cherry Heights","Active","R10","45.602419","-121.203387","86.3","-8.0","US","OR","04/18/20","21:00","Oregon Dept. of Environmental Quality","The Dalles","","","14.0","","0","0","1","0","3.2","UG/M3","","","","","","","","","",""
"530639997","Spokane-E Broadway Ave (US)","Active","R10","47.663963","-117.257652","611.2","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","Spokane","","","20.0","","0","0","1","0","5.0","UG/M3","","","","","","","","","",""
"191138040","PUBLIC HEALTH 4","Inactive","R7","41.97677","-91.68766","0.0","-6.0","US","IA","04/18/20","21:00","Linn Co. Public Health ","","","","","","0","0","1","0","","","","","","","","","","","",""
"530639996","Liberty Lake-E Valeyway (US)","Inactive","R10","47.660568","-117.084503","650.3","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","Spokane","","","","","0","0","1","0","","","","","","","","","","","",""
"560330002","Sheridan PD","Active","R8","44.815142","-106.955933","1192.6","-7.0","US","WY","04/18/20","21:00","Wyoming Department of Environmental Quality","Sheridan","","13.0","","","0","1","0","0","","","","","","","20.0","UG/M3","","","",""
"550630012","LACROSSE DOT","Active","R5","43.7781","-91.225","209.8","-6.0","US","WI","04/18/20","21:00","Wisconsin Dept. of Natural Resources","Winona|La Crosse","43.0","","37.0","","1","0","1","0","8.8","UG/M3","","","48.0","PPB","","","","","",""
"120350004","Flagler County","Active","R4","29.489082","-81.276833","0.0","-5.0","US","FL","04/18/20","21:00","Florida Dept. of Environmental Protection","Daytona Beach","26.0","","","","1","0","0","0","","","","","32.0","PPB","","","","","",""
"560330004","Sheridan","Active","R8","44.933998","-106.847198","1136.1","-7.0","US","WY","04/18/20","21:00","Bureau of Land Management - Wyoming","Sheridan","","","","","1","0","1","0","","","","","","","","","","","",""
"240050009","Baltimore County Near Road","Active","R3","39.371679","-76.746814","132.7","-5.0","US","MD","04/18/20","21:00","Maryland Department of the Environment","","","","","3.0","0","0","0","1","","","4.0","PPB","","","","","","","",""
"360850114","Staten Island","Inactive","R2","40.631699","-74.156898","0.0","-5.0","US","NY","04/18/20","21:00","New York Dept. of Environmental Conservation","New York City Region","","","","","0","0","1","0","","","","","","","","","","","",""
"560330006","Sheridan Mobile","Inactive","R8","44.80353","-106.961763","1156.3","-7.0","US","WY","04/18/20","21:00","Wyoming Department of Environmental Quality","Sheridan","","","","","1","1","1","1","","","","","","","","","","","",""
"MMGBU1001","GBUAPCD EBAM @ Bridgeport","Inactive","R9","38.257656","-119.218483","0.0","-8.0","US","MM","04/18/20","21:00","Great Basin Unified Air Pollution Control District","","","","","","0","0","1","0","","","","","","","","","","","",""
"370870004","WAYNSVL","Inactive","R4","35.302799","-82.911903","793.0","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","Buncombe County","","","","","1","0","0","0","","","","","","","","","","","",""
"360850111","Fresh Kills","Active","R2","40.5802","-74.1994","0.0","-5.0","US","NY","04/18/20","21:00","New York Dept. of Environmental Conservation","New York City Region","34.0","","8.0","","1","0","1","0","","","","","","","","","","","",""
"390610048","Cincinnati Near Road","Active","R5","39.146025","-84.538375","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","","","","17.0","3.0","0","0","1","1","4.8","UG/M3","3.0","PPB","","","","","0.16","PPM","",""
"MMGBU1000","GBUAPCD EBAM @ Benton","Inactive","R9","37.817763","-118.475897","0.0","-8.0","US","MM","04/18/20","21:00","Great Basin Unified Air Pollution Control District","","","","","","0","0","1","0","","","","","","","","","","","",""
"040031005","Douglas Red Cross","Active","R9","31.3492","-109.539683","132.1","-7.0","US","AZ","04/18/20","21:00","Arizona Department of Environmental Quality","","","35.0","","","0","1","0","0","","","","","","","45.0","UG/M3","","","",""
"032BAA010002","Buenos Aires","Active","DSAR","-34.5773","-58.4176","0.0","-3.0","AR","N/A","04/18/20","21:00","U.S. Department of State Argentina - Buenos Aires","Buenos Aires","","","","","0","0","1","0","","","","","","","","","","","",""
"080570003","Walden, CO","Inactive","USEPA","40.882198","-106.306107","2418.3","-7.0","US","CO","04/18/20","21:00","National Park Service","","","","","","1","0","0","1","","","","","","","","","","","",""
"530510007","Usk-Kalispel Tribe","Inactive","R10","48.3456","-117.277496","630.1","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","","","","","","0","0","1","0","","","","","","","","","","","",""
"390610040","Taft","Active","R5","39.12886","-84.50404","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","Cincinnati","","20.0","34.0","","1","1","1","1","7.4","UG/M3","","","","","19.0","UG/M3","","","",""
"390990013","Youngstown - Oakhill","Active","R5","41.096158","-80.658908","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","Youngstown","44.0","","","","1","0","0","0","","","","","50.0","PPB","","","","","3.0","PPB"
"840450070006","Garrison Arena","Active","R4","34.635958","-82.810667","0.0","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","","42.0","","","","1","0","0","0","","","","","48.0","PPB","","","","","",""
"390990014","Youngstown - Head Start","Active","R5","41.095938","-80.658467","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","Youngstown","","","25.0","","0","0","1","0","6.2","UG/M3","","","","","","","","","",""
"KC1010001","Kuwait City","Active","DSKU","29.292317","48.047679","0.0","3.0","KU","N/A","04/18/20","21:00","U.S. Department of State Kuwait - Kuwait City","Kuwait City","","","82.0","","0","0","1","0","22.0","UG/M3","","","","","","","","","",""
"230190017","Bangor MSS","Active","R1","44.817398","-68.772762","9.8","-5.0","US","ME","04/18/20","21:00","Maine Dept. of Environmental Protection","Eastern Interior","","","15.0","","0","0","1","0","5.0","UG/M3","","","","","","","","","",""
"060712002","Fontana - Arrow Highway","Active","R9","34.100132","-117.491982","116.8","-8.0","US","CA","04/18/20","21:00","South Coast AQMD","San Bernardino Co. Metro|C San Bernardino","34.0","","","5.0","1","0","0","1","","","6.0","PPB","36.0","PPB","","","0.1","PPM","0.0","PPB"
"320230015","Glen Oaks","Active","R9","36.193469","-116.007584","0.0","-8.0","US","NV","04/18/20","21:00","Nevada Division of Environmental Protection","Pahrump","","9.0","","","0","1","0","0","","","","","","","12.0","UG/M3","","","",""
"320230014","Manse","Active","R9","36.212787","-115.994802","0.0","-8.0","US","NV","04/18/20","21:00","Nevada Division of Environmental Protection","Pahrump","","8.0","","","0","1","0","0","","","","","","","10.0","UG/M3","","","",""
"320230013","Church","Active","R9","36.159639","-115.996263","0.0","-8.0","US","NV","04/18/20","21:00","Nevada Division of Environmental Protection","Pahrump","","6.0","","","0","1","0","0","","","","","","","8.0","UG/M3","","","",""
"840540110007","HUNTINGTON","Active","R3","38.410242","-82.432436","0.0","-5.0","US","WV","04/18/20","21:00","West Virginia Division of Air Quality - Wheeling","Huntington","41.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
"360470052","Bklyn - PS 314","Active","R2","40.641819","-74.018707","0.0","-5.0","US","NY","04/18/20","21:00","New York Dept. of Environmental Conservation","New York City Region","","","8.0","","0","0","1","0","","","","","","","","","","","",""
"060379033","Lancaster-Division","Active","R9","34.669589","-118.130689","719.5","-8.0","US","CA","04/18/20","21:00","Mojave Desert AQMD","Mojave Desert|Antelope Vly","33.0","8.0","23.0","","1","1","1","0","6.0","UG/M3","","","36.0","PPB","10.0","UG/M3","","","",""
"320230011","Linda","Active","R9","36.349378","-116.03197","0.0","-8.0","US","NV","04/18/20","21:00","Nevada Division of Environmental Protection","Pahrump","","13.0","","","0","1","0","0","","","","","","","24.0","UG/M3","","","",""
"060379034","Lebec","Inactive","R9","34.8289","-118.8791","0.0","-8.0","US","CA","04/18/20","21:00","California Air Resources Board","","","","","","1","0","1","0","","","","","","","","","","","",""
"560350099","Boulder","Active","R8","42.7186","-109.7531","2168.2","-7.0","US","WY","04/18/20","21:00","Wyoming Department of Environmental Quality","Boulder|Upper Green River Basin","50.0","6.0","","0.0","1","1","0","1","","","0.0","PPB","59.0","PPB","8.0","UG/M3","","","",""
"090131001","Stafford","Active","R1","41.9756","-72.3867","0.0","-5.0","US","CT","04/18/20","21:00","Connecticut Dept. of Energy and Environmental Protection","Stafford","38.0","","","","1","0","0","0","","","","","40.0","PPB","","","","","",""
"481670697","Coastal Center C697","Inactive","R6","29.38777","-95.041389","6.1","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"560350097","Wyoming Range","Inactive","R8","42.98","-110.353058","2477.8","-7.0","US","WY","04/18/20","21:00","Wyoming Department of Environmental Quality","","","","","","1","1","1","1","","","","","","","","","","","",""
"060290008","Maricopa - Stanilaus Street","Active","R9","35.0544","-119.4039","0.0","-8.0","US","CA","04/18/20","21:00","San Joaquin Valley Unified APCD","","33.0","","","","1","0","0","0","","","","","","","","","","","",""
"000060903","London","Inactive","CA","42.9833","-81.2167","0.0","-5.0","CA","CC","04/18/20","21:00","Ontario Ministry of the Environment","","","","","","1","0","1","0","","","","","","","","","","","",""
"060290007","Edison","Active","R9","35.345607","-118.851825","0.0","-8.0","US","CA","04/18/20","21:00","California Air Resources Board","","29.0","","","","1","0","0","1","","","","","","","","","","","",""
"000060904","London","Active","CA","42.974461","-81.200858","0.0","-5.0","CA","CC","04/18/20","21:00","Ontario Ministry of the Environment","","40.0","","67.0","","1","0","1","0","24.0","UG/M3","","","46.0","PPB","","","","","",""
"370870013","Canton DRR","Active","R4","35.534","-82.853","0.0","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","","","","","","0","0","0","0","","","","","","","","","","","0.0","PPB"
"482511063","Mansfield Flying L Lane C1063","Active","R6","32.5418","-97.1175","195.2","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"150031010","n/a","Inactive","R9","21.323601","-158.088593","0.0","-10.0","US","HI","04/18/20","21:00","Hawaii State Dept. of Health","","","","","","0","0","1","0","","","","","","","","","","","",""
"410330114","Grants Pass - Parkside School","Active","R10","42.434149","-123.348466","280.0","-8.0","US","OR","04/18/20","21:00","Oregon Dept. of Environmental Quality","Grants Pass","","","7.0","","0","0","1","0","1.5","UG/M3","","","","","","","","","",""
"540291004","WEIRTON","Inactive","R3","40.4231","-80.580803","0.0","-5.0","US","WV","04/18/20","21:00","West Virginia Division of Air Quality - Wheeling","","","","","","1","0","0","0","","","","","","","","","","","",""
"011250004","TUSC PM","Inactive","R4","33.189941","-87.4842","133.0","-6.0","US","AL","04/18/20","21:00","Alabama Department of Environmental Management","","","","","","0","0","1","0","","","","","","","","","","","",""
"191531579","SHELDAHL","Active","R7","41.849433","-93.697616","0.0","-6.0","US","IA","04/18/20","21:00","Polk Co. Air Quality Division","","39.0","","","","1","0","0","0","","","","","45.0","PPB","","","","","",""
"DB1010001","Dubai","Active","DSAE","25.258481","55.309165","0.0","4.0","AE","N/A","04/18/20","21:00","U.S. Department of State UAE - Dubai","Dubai","33.0","","112.0","","1","0","1","0","39.0","UG/M3","","","31.0","PPB","","","","","",""
"040133010","Greenwood","Inactive","R9","33.4609","-112.1175","325.1","-7.0","US","AZ","04/18/20","21:00","Maricopa County Air Quality Department","Phoenix","","","","","0","1","0","1","","","","","","","","","","","",""
"380570004","Beulah North","Active","R8","47.2986","-101.7669","630.1","-6.0","US","ND","04/18/20","21:00","North Dakota Department of Health","Beulah","38.0","","10.0","","1","1","1","1","","","","","","","","","","","",""
"060450006","Ukiah Library","Active","R9","39.150478","-123.206528","189.1","-8.0","US","CA","04/18/20","21:00","Mendocino County AQMD","Ukiah","","","28.0","","0","0","1","0","9.0","UG/M3","","","","","","","","","",""
"060450008","Ukiah District Office","Active","R9","39.145733","-123.202995","187.6","-8.0","US","CA","04/18/20","21:00","Mendocino County AQMD","Fort Bragg|Willits|Ukiah|Point Arena","27.0","","","","1","0","0","0","","","","","26.0","PPB","","","","","",""
"060450002","Fort Bragg City Hall","Inactive","R9","39.445736","-123.804314","45.8","-8.0","US","CA","04/18/20","21:00","Mendocino County AQMD","","","","","","0","1","0","0","","","","","","","","","","","",""
"060371103","Los Angeles - N. Main Street","Active","R9","34.066429","-118.226755","30.5","-8.0","US","CA","04/18/20","21:00","South Coast AQMD","W San Gabriel Vly|Central LA CO","31.0","11.0","18.0","1.0","1","1","1","1","5.0","UG/M3","2.0","PPB","37.0","PPB","12.0","UG/M3","0.16","PPM","0.0","PPB"
"060851001","Los Gatos","Active","R9","37.2267","-121.9786","35.4","-8.0","US","CA","04/18/20","21:00","San Francisco Bay Area AQMD","","36.0","","","","1","0","0","0","","","","","38.0","PPB","","","","","",""
"483095010","Waco KACT C5010","Active","R6","31.6172","-97.2278","152.5","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"060290011","Mojave - 923 Poole St.","Active","R9","35.05045","-118.14778","0.0","-8.0","US","CA","04/18/20","21:00","California Air Resources Board","","74.0","6.0","10.0","","1","1","1","0","1.6","UG/M3","","","56.0","PPB","8.0","UG/M3","","","",""
"400159008","DN1","Inactive","R6","35.111","-98.254997","0.0","-6.0","US","OK","04/18/20","21:00","Delaware Nation","","","","","","1","0","0","0","","","","","","","","","","","",""
"060290010","Bakersfield - Golden State Highway","Inactive","R9","35.3853","-119.014702","0.0","-8.0","US","CA","04/18/20","21:00","San Joaquin Valley Unified APCD","Bakersfield","","","","","1","0","0","0","","","","","","","","","","","",""
"060290015","Ridgecrest - California Ave","Inactive","R9","35.621113","-117.673058","0.0","-8.0","US","CA","04/18/20","21:00","California Air Resources Board","","","","","","0","0","0","0","","","","","","","","","","","",""
"060290014","Bakersfield - California Ave","Active","R9","35.356615","-119.062613","0.0","-8.0","US","CA","04/18/20","21:00","California Air Resources Board","Bakersfield","27.0","","27.0","1.0","1","0","1","1","6.0","UG/M3","2.0","PPB","31.0","PPB","","","","","",""
"471636001","Eastman Ross N Robinson","Active","R4","36.532616","-82.516303","404.4","-5.0","US","TN","04/18/20","21:00","Tennessee Air Pollution Control Div.","","","","","","0","0","0","0","","","","","","","","","","","",""
"480391003","Clute C11","Active","R6","29.0111","-95.3975","3.1","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"000101101","Chilliwack","Active","CA","49.15611","-121.94056","15.3","-8.0","CA","CC","04/18/20","21:00","Greater Vancouver Regional District","","34.0","","55.0","3.0","1","0","1","0","19.3","UG/M3","","","39.0","PPB","","","","","",""
"480391004","Manvel Croix Park C84","Active","R6","29.5203","-95.3925","0.0","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","27.0","","","","1","0","0","1","","","","","26.0","PPB","","","","","",""
"011250010","TUSCALOO","Active","R4","33.0894","-87.4597","0.0","-6.0","US","AL","04/18/20","21:00","Alabama Department of Environmental Management","","36.0","","","","1","0","0","0","","","","","41.0","PPB","","","","","",""
"471636002","Skyland Drive","Active","R4","36.52102","-82.516306","530.7","-5.0","US","TN","04/18/20","21:00","Tennessee Air Pollution Control Div.","","","","","","0","0","0","0","","","","","","","","","","","",""
"060953002","Vacaville","Active","R9","38.3525","-121.9617","0.0","-8.0","US","CA","04/18/20","21:00","Yolo-Solano AQMD","Vacaville","39.0","","21.0","","1","0","1","0","","","","","","","","","","","",""
"840020200045","Laurel","Active","USEPA","61.181117","-149.834","50.0","-9.0","US","AK","04/18/20","21:00","State of Alaska DEC","","","28.0","","","0","1","0","0","","","","","","","","","","","",""
"HC1010001","Ho Chi Minh City","Active","DSVM","10.782773","106.700035","20.1","7.0","VM","N/A","04/18/20","21:00","U.S. Department of State Vietnam - Ho Chi Minh","Ho Chi Minh City","","","53.0","","0","0","1","0","","","","","","","","","","","",""
"180150002","Flora","Active","R5","40.540556","-86.553056","0.0","-5.0","US","IN","04/18/20","21:00","Indiana Dept. of Environmental Management","","38.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
"060392010","Madera-City","Active","R9","36.9533","-120.0341","0.0","-8.0","US","CA","04/18/20","21:00","San Joaquin Valley Unified APCD","","34.0","15.0","16.0","","1","1","1","0","","","","","","","","","","","",""
"490570002","Ogden #2","Inactive","R8","41.206402","-111.975197","1324.6","-7.0","US","UT","04/18/20","21:00","Utah Department of Environmental Quality","Ogden","","","","","1","1","1","1","","","","","","","","","","","",""
"390290022","East Liverpool","Inactive","R5","40.635275","-80.546642","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","","","","","","0","0","0","0","","","","","","","","","","","",""
"240339991","Beltsville","Active","R3","39.0284","-76.8172","45.8","-5.0","US","MD","04/18/20","21:00","EPA Office of Atmospheric Programs","Northern Virginia|Metropolitan Washington","40.0","","","","1","0","0","0","","","","","","","","","","","",""
"490570006","Washington Blvd","Inactive","R8","41.2196","-111.9703","0.0","-7.0","US","UT","04/18/20","21:00","Utah Department of Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"483390078","Conroe Relocated C78","Active","R6","30.3503","-95.425","42.7","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","21.0","","42.0","","1","0","1","1","12.4","UG/M3","","","23.0","PPB","","","","","",""
"390290020","E Liverpool - Met","Inactive","R5","40.6397","-80.5329","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","","","","","","0","0","0","0","","","","","","","","","","","",""
"483550041","Corpus Christi Solar Estates C633","Active","R6","27.829167","-97.543611","19.8","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"260170014","BAY CITY","Active","R5","43.5714","-83.8908","390.4","-5.0","US","MI","04/18/20","21:00","Michigan Department of Environment, Great Lakes, and Energy","Saginaw","","","26.0","","0","0","1","0","6.5","UG/M3","","","","","","","","","",""
"420750100","Lebanon","Active","R3","40.33733","-76.383446","158.3","-5.0","US","PA","04/18/20","21:00","Pennsylvania Dept. of Environmental Protection","Susquehanna Valley","","","","","1","0","1","0","","","","","","","","","","","",""
"391514005","Alliance","Active","R5","40.931398","-81.123519","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","Canton/Massillon","47.0","","","","1","0","0","0","","","","","51.0","PPB","","","","","",""
"360450002","Perch River","Active","R2","44.0878","-75.9744","0.0","-5.0","US","NY","04/18/20","21:00","New York Dept. of Environmental Conservation","Eastern Lake Ontario Region","45.0","","","","1","0","0","0","","","","","","","","","","","",""
"160590005","Salmon Met","Inactive","R10","45.168434","-113.888962","0.0","-7.0","US","ID","04/18/20","21:00","Idaho Department of Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"060311004","Hanford - S. Irwin Street","Active","R9","36.3144","-119.6436","0.0","-8.0","US","CA","04/18/20","21:00","San Joaquin Valley Unified APCD","Hanford","28.0","","","","1","1","1","0","","","","","","","","","","","",""
"160590004","Salmon PM2.5","Active","R10","45.181907","-113.890285","1200.2","-7.0","US","ID","04/18/20","21:00","Idaho Department of Environmental Quality","Salmon","","","15.0","","0","0","1","0","2.0","UG/M3","","","","","","","","","",""
"470450004","DYERTEOM","Active","R4","36.0528","-89.3819","0.0","-6.0","US","TN","04/18/20","21:00","Tennessee Air Pollution Control Div.","","","","30.0","","0","0","1","0","","","","","","","","","","","",""
"281619991","Coffeeville","Active","R3","34.0026","-89.799","133.9","-6.0","US","MS","04/18/20","21:00","EPA Office of Atmospheric Programs","","","","","","1","0","0","0","","","","","","","","","","","",""
"120890005","FBHWWTP","Active","R4","30.6575","-81.464167","4.9","-5.0","US","FL","04/18/20","21:00","Florida Dept. of Environmental Protection","","","","","","0","0","0","0","","","","","","","","","","","1.0","PPB"
"170311003","CHI_TAFT","Active","R5","41.984402","-87.791901","0.0","-6.0","US","IL","04/18/20","21:00","Illinois EPA","Chicago","41.0","","","","1","0","0","0","","","","","47.0","PPB","","","","","",""
"371210004","Spruce Pine","Active","R4","35.912487","-82.062082","0.0","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","","","","10.0","","0","0","1","0","4.0","UG/M3","","","","","","","","","",""
"210610501","Mammoth Cave NP","Active","USEPA","37.1314","-86.1481","236.1","-6.0","US","KY","04/18/20","21:00","National Park Service","Mammoth Cave National Park","","","","","1","0","1","0","","","","","","","","","","","",""
"160050020","Shoshone Bannock Tribes","Active","R8","42.589833","-112.458889","1444.8","-7.0","US","ID","04/18/20","21:00","Quality Review and Exchange System for Tribes (QREST)","Shoshone-Bannock Tribes of Fort Hall Reservation","","","","","0","1","1","0","","","","","","","","","","","",""
"040190020","Rillito","Active","R9","32.414342","-111.154544","626.2","-7.0","US","AZ","04/18/20","21:00","Arizona Department of Environmental Quality","","","34.0","","","0","1","0","0","","","","","","","47.0","UG/M3","","","",""
"040190021","Saguaro Monument","Active","R9","32.1764","-110.7378","0.0","-7.0","US","AZ","04/18/20","21:00","Pima County Department of Environmental Quality","Tucson","48.0","","","","1","0","0","0","","","","","55.0","PPB","","","","","",""
"120890010","Yulee","Inactive","R4","30.62673","-81.53597","4.9","-5.0","US","FL","04/18/20","21:00","Florida Dept. of Environmental Protection","Nassau County","","","","","0","0","1","0","","","","","","","","","","","",""
"230031008","Presque Isle Regional Office","Inactive","R1","46.69838","-68.038933","0.0","-5.0","US","ME","04/18/20","21:00","Maine Dept. of Environmental Protection","Ashland","","","","","0","0","0","0","","","","","","","","","","","",""
"371910005","DILLARD","Inactive","R4","35.3692","-77.9939","32.9","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"470654003","Eastside","Active","R4","35.1028","-85.1622","0.0","-5.0","US","TN","04/18/20","21:00","Chattanooga-Hamilton County Air Pollution Control Bureau","Chattanooga","39.0","","","","1","0","0","0","","","","","","","","","","","",""
"470654002","Riverside","Active","R4","35.0508","-85.2931","0.0","-5.0","US","TN","04/18/20","21:00","Chattanooga-Hamilton County Air Pollution Control Bureau","Chattanooga","","","20.0","","0","0","1","0","","","","","","","","","","","",""
"490353013","Herriman #3","Active","R8","40.496408","-112.036305","0.0","-7.0","US","UT","04/18/20","21:00","Utah Department of Environmental Quality","","48.0","","35.0","4.0","1","1","1","1","11.5","UG/M3","5.0","PPB","54.0","PPB","","","","","",""
"390610006","Sycamore","Active","R5","39.2787","-84.36612","298.9","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","Cincinnati","44.0","","37.0","","1","0","1","0","8.7","UG/M3","","","50.0","PPB","","","","","",""
"130210012","Macon Forestry","Active","R4","32.8031","-83.5447","0.0","-5.0","US","GA","04/18/20","21:00","Georgia Department of Natural Resources","Macon","44.0","10.0","21.0","","1","1","1","0","","","","","49.0","PPB","","","","","1.0","PPB"
"210430500","GRAYSON","Active","R4","38.2383","-82.9883","0.0","-5.0","US","KY","04/18/20","21:00","Kentucky DEP","","42.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
"490353010","Rose Park","Active","R8","40.7955","-111.9309","0.0","-7.0","US","UT","04/18/20","21:00","Utah Department of Environmental Quality","Salt Lake City","42.0","","13.0","1.0","1","0","1","1","1.9","UG/M3","2.0","PPB","46.0","PPB","","","0.0","PPM","0.0","PPB"
"340170006","Bayonne","Active","R2","40.67025","-74.126083","2.7","-5.0","US","NJ","04/18/20","21:00","New Jersey Dept. of Environmental Protection","Elizabeth|Jersey City|East Orange|Newark|Union City|Bayonne|New Jersey","34.0","","","4.0","1","0","0","1","","","4.0","PPB","38.0","PPB","","","","","0.0","PPB"
"220470009","Bayou Plaquemine","Active","R6","30.2211","-91.3153","0.0","-6.0","US","LA","04/18/20","21:00","Louisiana Department of Environmental Quality","Baton Rouge Area","20.0","","","","1","0","0","0","","","","","24.0","PPB","","","","","",""
"320GT1010001","Guatemala City","Active","DSGT","14.989397","-90.522408","0.0","-6.0","GT","N/A","04/18/20","21:00","U.S. Department of State Guatemala - Guatemala City","Guatemala City","","","","","0","0","1","0","","","","","","","","","","","",""
"511130003","Shenandoah NP","Active","R3","38.5231","-78.4347","1073.3","-5.0","US","VA","04/18/20","21:00","Virginia Dept. of Environmental Quality","Shenandoah National Park","43.0","","16.0","","1","0","1","0","4.2","UG/M3","","","48.0","PPB","","","","","",""
"410399004","Cottage Grove City Shops","Active","R10","43.7995","-123.0535","198.3","-8.0","US","OR","04/18/20","21:00","Lane Regional Air Protection Agency","Cottage Grove","","","19.0","","0","0","1","0","4.6","UG/M3","","","","","","","","","",""
"840421310010","Tunkhannock","Active","R3","41.605244","-75.95774","0.0","-5.0","US","PA","04/18/20","21:00","Pennsylvania Dept. of Environmental Protection","","","","29.0","","0","0","1","0","7.6","UG/M3","","","","","","","","","",""
"280450003","WAVELAND","Active","R4","30.3008","-89.395798","0.0","-6.0","US","MS","04/18/20","21:00","Mississippi DEQ","Mississippi Gulf Coast","26.0","","37.0","","1","0","1","0","8.8","UG/M3","","","29.0","PPB","","","","","",""
